id,lat,lon,highway,lamp_mount,lamp_type,light:count,material,lamp_ref,power,source,line_attachment,street_lamp,height,sidewalk_orientation,surface,colour,light_source,layer,direction,mapillary,transformer,design,guyed,line_management,transformer_bank,fixme,lit,note,lamp_flames,flag:name,flag:type,flag:wikidata,country,level,support,survey:date,light:height,mapillary:image,mapillary:map_feature
2636144895,45.3753168,-75.6604913,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636144896,45.3753375,-75.6599819,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636144898,45.3753862,-75.6594742,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636144899,45.3754337,-75.6589803,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636144900,45.3754751,-75.6584726,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636144901,45.3756552,-75.6582872,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636144902,45.3758901,-75.6583253,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636148384,45.3724081,-75.6573412,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721873280,45.2970628,-75.8728768,street_lamp,,led,2,metal,116026,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721873282,45.2975491,-75.8731488,street_lamp,,led,2,metal,97615,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721873285,45.2980275,-75.8734254,street_lamp,,led,2,metal,133128,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721873287,45.2985042,-75.873677,street_lamp,,led,2,metal,139234,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721873289,45.2989762,-75.8739399,street_lamp,,led,2,metal,121897,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721873292,45.2994641,-75.8741916,street_lamp,,led,2,metal,136785,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721873294,45.2999489,-75.8744726,street_lamp,,led,2,metal,131749,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721874265,45.2939277,-75.8711789,street_lamp,,led,2,metal,115175,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721874267,45.2942961,-75.8713784,street_lamp,,led,2,metal,139576,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721874271,45.2946246,-75.8715733,street_lamp,bent_mast,led,2,metal,94279,,City of Ottawa,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2721874295,45.2951397,-75.8718522,street_lamp,,led,2,metal,136684,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721874298,45.295508,-75.8720426,street_lamp,,led,2,metal,108849,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721874303,45.2958923,-75.8722647,street_lamp,,led,2,metal,105563,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2721874306,45.296285,-75.8724569,street_lamp,bent_mast,led,2,metal,120228,,City of Ottawa,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2727975175,45.4811479,-75.487866,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727975177,45.4811962,-75.4881846,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727975184,45.481335,-75.4878144,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727975187,45.4813833,-75.4881028,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739369281,45.2856196,-75.8599966,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739369289,45.2857583,-75.8593568,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739369293,45.2858971,-75.8601078,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739369295,45.2860476,-75.8594847,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906091203,45.3503055,-75.7328364,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906094931,45.3506191,-75.733098,street_lamp,bent_mast,led,1,,140858,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2906095602,45.3508646,-75.7332838,street_lamp,bent_mast,led,1,metal,110843,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2906096018,45.3510736,-75.7334291,street_lamp,bent_mast,led,1,metal,84755,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2906099890,45.3514387,-75.7335736,street_lamp,bent_mast,led,1,,73732,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2906099891,45.3519777,-75.7339001,street_lamp,bent_mast,led,1,,93058,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2906106293,45.3525586,-75.734303,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906106294,45.3531239,-75.7346041,street_lamp,bent_mast,led,1,,112474,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2906114896,45.3554907,-75.7359623,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906208741,45.3804808,-75.7766546,street_lamp,bent_mast,led,1,wood,84143,,City of Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906217834,45.4031034,-75.752147,street_lamp,,led,1,,95593,,City of Ottawa,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2906217836,45.4037044,-75.7516565,street_lamp,,led,1,,103527,,City of Ottawa,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2924889858,45.3659875,-75.7692406,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925322549,45.3677657,-75.7012459,street_lamp,bent_mast,led,1,wood,138140,,City of Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925322550,45.3677692,-75.7008837,street_lamp,bent_mast,led,1,,79132,,City of Ottawa,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2925322555,45.3681469,-75.7009315,street_lamp,bent_mast,led,1,wood,87926,,City of Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925322558,45.3683684,-75.7009342,street_lamp,bent_mast,led,1,metal,103217,,City of Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926246354,45.3267406,-75.7842645,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926246355,45.326982,-75.7848848,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926246356,45.3270094,-75.7837072,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926246357,45.327114,-75.7839327,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926246358,45.3271671,-75.7829153,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926246359,45.3271783,-75.7838056,street_lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
